primary_name,movie_count,avg_budget,avg_income,total_income,avg_roi
Josh Goldsmith,2,42500000.0,222008513.0,444017026.0,3.6255292903846152
Mike Rich,2,105000000.0,221958808.0,443917616.0,0.9583502971428571
Matt Greenberg,2,32000000.0,88563123.4,442815617.0,3.313874536345211
David Guion,2,98000000.0,220276561.5,440553123.0,1.0217027617824945
Michael Handelman,2,98000000.0,220276561.5,440553123.0,1.0217027617824945
Jason Segel,4,38750000.0,110030281.25,440121125.0,1.7673539305555557
Ariel Shaffir,2,22600000.0,87994109.6,439970548.0,3.2339248303157895
Kyle Hunter,2,22600000.0,87994109.6,439970548.0,3.2339248303157895
Melissa McCarthy,3,28166666.666666668,73016584.33333333,438099506.0,1.716752658716475
Ben Falcone,3,28166666.666666668,73016584.33333333,438099506.0,1.716752658716475
Shawn Christensen,2,29250000.0,72206965.83333333,433241795.0,1.0630561666666667
Greg Coolidge,2,30000000.0,144098305.33333334,432294916.0,4.139795633333334
Allison Schroeder,2,50000000.0,214638237.0,429276474.0,4.952132706666666
Alastair Siddons,2,48666666.666666664,142810698.33333334,428432095.0,1.8575771809523811
Michael H. Weber,4,9125000.0,107062984.0,428251936.0,8.589164233333333
Scott Neustadter,4,9125000.0,107062984.0,428251936.0,8.589164233333333
Geling Yan,3,8480000.0,28425296.266666666,426379444.0,5.614422031100212
Craig Pearce,2,80333333.33333333,142017234.33333334,426051703.0,1.246604310617453
Rick Riordan,2,92500000.0,211955214.0,423910428.0,1.2898383795321637
Hamish McColl,2,50000000.0,211714749.0,423429498.0,3.1819659434343435
Tom McCarthy,3,35000000.0,105224897.5,420899590.0,2.3527398133333337
Marc Guggenheim,2,145000000.0,210197523.0,420395046.0,0.664725141111111
David Soren,2,86500000.0,206737226.0,413474452.0,1.7280782606237817
Frank Miller,2,80000000.0,137360578.33333334,412081735.0,0.4192955037296036
Vijayendra Prasad,3,27666666.666666668,137339308.66666666,412017926.0,5.2731374151709405
Julian Fellowes,2,60000000.0,205338020.5,410676041.0,3.692273645
Alex Litvak,2,73333333.33333333,135663405.0,406990215.0,1.0964192638888888
Allan Loeb,6,40857142.85714286,58046497.571428575,406325483.0,0.6844036607530731
Tom Tykwer,3,38420000.0,40563842.4,405638424.0,-0.5571971179271707
Alexander Payne,2,36000000.0,135159523.66666666,405478571.0,5.117235348039215
Henry Gayden,2,49000000.0,202537139.0,405074278.0,2.7568021963800904
Jim Rash,2,12500000.0,101180805.0,404723220.0,6.0730759999999995
Nat Faxon,2,12500000.0,101180805.0,404723220.0,6.0730759999999995
Mike White,2,47500000.0,201149362.0,402298724.0,3.229361031111111
John Ridley,3,47000000.0,99079876.5,396319506.0,2.9421289837492437
Lawrence Kasdan,2,143500000.0,197175846.5,394351693.0,-0.23516495242424243
Jonathan Kasdan,2,93000000.0,131061823.0,393185469.0,-0.5177659127272728
John Green,2,12000000.0,196308659.0,392617318.0,15.359054916666665
Peter Hedges,2,113750000.0,194510098.0,389020196.0,0.5806705861666667
Nick Hornby,3,11000000.0,43181115.44444445,388630039.0,2.4387178619528616
Philip K. Dick,2,117600000.0,193144366.5,386288733.0,0.9652221926671691
Michael Sloan,2,66000000.0,191678378.0,383356756.0,1.9903779584415584
Richard Lindheim,2,66000000.0,191678378.0,383356756.0,1.9903779584415584
Chris Henchy,2,96666666.66666667,126917320.66666667,380751962.0,0.30598294210526317
John J. McLaughlin,2,24000000.0,189905049.0,379810098.0,12.43450427912088
Dennis Lehane,3,36560000.0,75679963.2,378399816.0,0.7230114692124542
Lee Child,2,60000000.0,188658612.5,377317225.0,2.1443102083333336
Aaron Sorkin,3,40000000.0,123933992.33333333,371801977.0,2.0116789916666664
Dave Eggers,3,17928571.42857143,26484030.714285713,370776430.0,0.5075243179138325
Theodore Melfi,3,20666666.666666668,121760509.66666667,365281529.0,4.589047178076923
Will Fetters,3,19166666.666666668,60619621.833333336,363717731.0,2.261848617435898
Zach Shields,2,92500000.0,180532667.0,361065334.0,1.9398393970588235
F. Scott Frazier,2,47800000.0,118655585.0,355966755.0,0.47788245269943586
Jeff Buhler,2,14200000.0,70746072.4,353730362.0,3.744321146169772
Bob Fisher,2,24500000.0,176593053.0,353186106.0,6.176215114864865
Kevin James,3,53333333.333333336,117231809.66666667,351695429.0,1.237257552161654
Joshua Zetumer,2,57666666.666666664,116414823.0,349244469.0,1.4851296320512821
Ted Griffin,2,78333333.33333333,113856148.0,341568444.0,0.43942945254901966
Mark Heyman,2,7000000.0,168531951.0,337063902.0,14.639623307692307
Robert Siegel,2,55000000.0,111900987.33333333,335702962.0,0.7929729234567903
Kevin Hart,4,10562500.0,41659881.5,333279052.0,6.281320402586207
Duane Adler,2,31500000.0,165720703.5,331441407.0,4.273186646969696
David A. Newman,3,23666666.666666668,109999196.0,329997588.0,4.518032745634921
Keith Merryman,3,23666666.666666668,109999196.0,329997588.0,4.518032745634921
Ben Affleck,2,46333333.333333336,108969398.0,326908194.0,1.8606165646569648
Cory Goodman,4,45000000.0,80674994.75,322699979.0,1.6654076964285713
Michael Markowitz,2,37500000.0,159181479.0,318362958.0,3.3588541196428574
Michael Finch,4,38250000.0,78136916.75,312547667.0,1.233645853472222
Knate Lee,2,20800000.0,62206022.6,311030113.0,2.043946691904762
Joe Carnahan,4,43250000.0,76941643.25,307766573.0,0.6419954677651516
Bill Dubuque,2,46666666.666666664,101733619.66666667,305200859.0,1.2896091983333333
Kenya Barris,3,32753234.5,75770165.75,303080663.0,1.4484567111891327
A.A. Milne,2,45000000.0,99265324.0,297795972.0,0.9921457466666667
Ernest Shepard,2,45000000.0,99265324.0,297795972.0,0.9921457466666667
Reid Carolin,2,10750000.0,147105175.0,294210350.0,15.446283731527092
Andrew Niccol,2,45000000.0,98019351.33333333,294058054.0,1.4321126038095235
Chris Butler,2,58333333.333333336,97929148.66666667,293787446.0,0.671318195959596
C.H. Vijay Kumar,2,35000000.0,145119789.5,290239579.0,3.725923545833333
S.S. Rajamouli,2,35000000.0,145119789.5,290239579.0,3.725923545833333
Ajay Kumar,2,35000000.0,145119789.5,290239579.0,3.725923545833333
Madhan Karky,3,9275000.0,36279947.375,290239579.0,0.18148088645833327
Manoj Muntashir,2,35000000.0,145119789.5,290239579.0,3.725923545833333
Josh Stolberg,2,14666666.666666666,96183517.33333333,288550552.0,6.9916264
Pete Goldfinger,2,14666666.666666666,96183517.33333333,288550552.0,6.9916264
Matt Thomas,2,9684210.52631579,7581196.105263158,288085452.0,0.12123263011695902
John Thomas,2,64000000.0,143360976.0,286721952.0,1.4966091977272726
Jim Thomas,2,64000000.0,143360976.0,286721952.0,1.4966091977272726
Eric Warren Singer,2,39000000.0,141216735.5,282433471.0,2.5465731092105264
Jason Keller,3,61666666.666666664,93690478.33333333,281071435.0,0.21617339225023338
Jérôme Salle,2,58000000.0,140287798.5,280575597.0,0.45128896999999996
Nick Bakay,2,59000000.0,139228085.5,278456171.0,1.4839903996710526
William Monahan,2,18181818.181818184,25173770.545454547,276911476.0,-0.15514223030303032
Christian Gudegast,2,45000000.0,137662738.0,275325476.0,1.9621405583333331
Jonathan Levine,2,26250000.0,68100911.5,272403646.0,1.5321671133333334
Will Finn,2,97500000.0,134936544.0,269873088.0,0.11132851111111114
Joey Wells,3,13250000.0,44770757.0,268624542.0,4.398126536781609
Stiles White,3,9333333.333333334,89352520.66666667,268057562.0,10.891924937566138
Juliet Snowden,3,9333333.333333334,89352520.66666667,268057562.0,10.891924937566138
Liz Hannah,2,43333333.333333336,89056980.66666667,267170942.0,0.9268430499999999
Jeff Kinney,4,19250000.0,65872194.25,263488777.0,2.5883806656565658
Steve McQueen,2,26600000.0,52484789.2,262423946.0,1.3641661507692304
Peter Berg,3,32500000.0,65592575.25,262370301.0,0.86379318125
Stefan Zweig,2,27000000.0,85816909.0,257450727.0,2.0094989122580644
Ki-duk Kim,3,22000000.0,42568913.333333336,255413480.0,0.8689993962481962
Jordan Brown,2,15333333.333333334,21145374.333333332,253744492.0,0.38980192857142854
Harry Ratchford,2,19500000.0,63299917.5,253199670.0,1.9555658051724136
R.L. Stine,2,46500000.0,126098401.0,252196802.0,1.7026088827586205
Chad St. John,3,29666666.666666668,82331614.33333333,246994843.0,0.7750883566666666
Ben Ripley,2,26000000.0,82303463.33333333,246910390.0,2.0016944594551282
Shannon Holiday,2,30500000.0,61315233.5,245260934.0,0.5584125849358975
Michael Lewis,2,39000000.0,122231793.5,244463587.0,2.4909146357142857
Rock Reuben,2,61000000.0,122022391.5,244044783.0,0.9394304598214285
G.M. Whiting,2,32625000.0,60938723.5,243754894.0,0.4537714750946969
Todd Komarnicki,2,42500000.0,121875894.5,243751789.0,1.0922492933333332
Ryan Murphy,2,26000000.0,80507861.66666667,241523585.0,1.4412820129629627
Jim Henson,2,50000000.0,120142111.5,240284223.0,1.5095978292929293
Erez Kav-El,2,21809523.80952381,11333122.285714285,237995568.0,-0.4954658127444214
Grant Heslov,2,46500000.0,118219336.5,236438673.0,1.8235024701863354
Jamie Linden,2,26000000.0,117749802.0,235499604.0,3.571523791111111
Melisa Wallack,2,45000000.0,117112663.5,234225327.0,6.082440276470589
Wes Anderson,2,23500000.0,116414853.5,232829707.0,3.796372985887097
Paul Tamasy,3,40333333.333333336,77117712.66666667,231353138.0,3.5918955927489176
Eric Johnson,3,40333333.333333336,77117712.66666667,231353138.0,3.5918955927489176
Ol Parker,2,10000000.0,112512043.0,225024086.0,10.2512043
Justin Malen,2,35000000.0,56180870.0,224723480.0,0.43547214222222225
Michael Berk,2,39000000.0,111511217.5,223022435.0,1.7754940805555555
Douglas Schwartz,2,39000000.0,111511217.5,223022435.0,1.7754940805555555
Kelly Weaver,2,11500000.0,31817643.85714286,222723507.0,0.9690798206997085
Marcos Carnevale,2,32500000.0,55449041.25,221796165.0,0.38993667499999995
Spike Jonze,2,21500000.0,109924804.0,219849608.0,4.339184281521739
Cheo Hodari Coker,2,25458000.0,109889971.5,219779943.0,4.513874281135371
Bill Holderman,2,9333333.333333334,73115574.66666667,219346724.0,6.62088545
Colin Bateman,2,19566666.666666668,14579018.4,218685276.0,-0.7686753
Peter Straughan,4,27200000.0,43577413.0,217887065.0,0.9548286857142857
Paul Thomas Anderson,2,34000000.0,43472402.0,217362010.0,0.228201668
Larry Karaszewski,2,26000000.0,71180356.0,213541068.0,1.7344404551724137
Scott Alexander,2,26000000.0,71180356.0,213541068.0,1.7344404551724137
Seth M. Sherwood,2,32750000.0,106656658.0,213313316.0,2.273820193181818
Aaron Guzikowski,2,35500000.0,105904578.5,211809157.0,2.2007708173913043
Drew Dowdle,2,5000000.0,42232246.0,211161230.0,7.446449200000001
John Erick Dowdle,2,5000000.0,42232246.0,211161230.0,7.446449200000001
Jon Erwin,3,7000000.0,35133305.333333336,210799832.0,5.243047860805862
David Loucka,3,32975000.0,52576399.25,210305597.0,1.8435648523188406
Sacha Baron Cohen,2,50000000.0,104434683.5,208869367.0,0.7960531747252747
Scott Z. Burns,2,30066666.666666668,68112811.0,204338433.0,0.5802565
Steve Antin,2,46666666.666666664,67604963.0,202814889.0,0.33882528181818183
Sean Hood,2,60000000.0,67141179.0,201423537.0,0.8339505182539684
Kate Angelo,2,37500000.0,100675344.0,201350688.0,1.651314276785714
Andrew Knight,2,31250000.0,99979704.5,199959409.0,1.8014135694444446
Roald Dahl,2,70050000.0,99853052.0,199706104.0,0.010143857142857149
Tyler Perry,4,21500000.0,49909398.5,199637594.0,1.3374381936904762
Taylor Sheridan,3,25666666.666666668,65954416.333333336,197863249.0,1.704432919047619
Tracy Oliver,2,24000000.0,97645277.5,195290555.0,2.8759327821428573
Martin McDonagh,2,12750000.0,96613825.5,193227651.0,6.898208902777778
Ben Ketai,2,9000000.0,38591394.2,192956971.0,3.4583404399999997
Francesca Marciano,2,17750000.0,47964492.0,191857968.0,1.6678947181372548
Abi Morgan,3,10250000.0,47615673.75,190462695.0,3.2423080563186817
Greta Gerwig,3,10750000.0,47470036.0,189880144.0,3.5706100750000003
Scott Lobdell,2,7000000.0,94594877.5,189189755.0,15.0665535
Scott Jeffrey,2,31285714.285714287,27010188.0,189071316.0,-0.1815094545454546
John Orloff,2,45625000.0,46790811.0,187163244.0,-0.21937614386363638
Dan Sterling,2,43200000.0,18616311.8,186163118.0,-0.557033354090909
Lewis John Carlino,2,41250000.0,93043116.5,186086233.0,1.2699401235294117
Max Landis,4,42500000.0,46275296.25,185101185.0,2.0417225735119047
Bret Witter,2,40000000.0,46265751.0,185063004.0,-0.21353567142857147
Steve Harvey,2,18000000.0,91700848.5,183401697.0,5.182822104166667
Peter Lepeniotis,2,35000000.0,89984177.5,179968355.0,1.7601459625
Scott Silver,2,40500000.0,89257574.5,178515149.0,5.227368526623376
Derek Freda,2,19500000.0,88394734.0,176789468.0,3.426452061842105
Johnny Knoxville,2,19500000.0,88394734.0,176789468.0,3.426452061842105
J. Mills Goodloe,3,22000000.0,57215696.666666664,171647090.0,2.346335505982906
Steve Koren,2,59500000.0,85654851.5,171309703.0,0.2125343471518987
Beau Willimon,2,24333333.333333332,57068463.666666664,171205391.0,1.3728671553623188
Shauna Cross,2,24250000.0,83414593.0,166829186.0,3.741284304242424
Jose Rivera,3,25625000.0,20803633.125,166429065.0,-0.23631178999999997
Nick Antosca,2,8333333.333333333,27667806.666666668,166006840.0,1.8169460000000004
John Romita Jr.,2,28000000.0,80330521.5,160661043.0,1.8689471964285715
Wes Craven,2,20600000.0,53320534.666666664,159961604.0,5.067325382010583
Peter Landesman,3,24000000.0,31872885.6,159364428.0,0.16197451714285713
Kevin Grevioux,2,50000000.0,77892256.0,155784512.0,0.7337878197802198
Noam Dromi,2,36500000.0,76946628.5,153893257.0,1.1013445138888889
Karen Janszen,2,36500000.0,76946628.5,153893257.0,1.1013445138888889
Nia Vardalos,2,24000000.0,76772846.5,153545693.0,2.582389972222222
Christopher Hampton,2,53333333.333333336,51040521.0,153121563.0,-0.09456956904761904
Allen Covert,2,44500000.0,76524306.0,153048612.0,0.0791230221518987
Olivier Gorce,2,14000000.0,76397918.0,152795836.0,2.0992556933333333
Jeff Judah,2,16500000.0,75324752.5,150649505.0,3.612232422222222
Gabe Sachs,2,16500000.0,75324752.5,150649505.0,3.612232422222222
Barry Jenkins,2,5000000.0,50116730.333333336,150350191.0,28.549648861111113
Tom Stoppard,2,41000000.0,49600674.0,148802022.0,0.05661958693877548
Thomas Dean Donnelly,2,43333333.333333336,49521314.333333336,148563943.0,0.6547825111111112
Joshua Oppenheimer,2,43333333.333333336,49521314.333333336,148563943.0,0.6547825111111112
Alex Garland,4,28600000.0,29048869.8,145244349.0,0.22901690122766122
Cameron Crowe,2,43500000.0,72058082.0,144116164.0,0.5303595272972973
Roman Polanski,2,31666666.666666668,47252266.333333336,141756799.0,0.501749965925926
Deborah Moggach,2,17500000.0,70716274.0,141432548.0,5.867844359999999
Kevin Reynolds,2,35000000.0,46891892.0,140675676.0,0.7888544076923077
Robert Zemeckis,2,38333333.333333336,45286376.666666664,135859130.0,0.26664796402116403
Robert Rodriguez,4,18001400.0,27131922.6,135659613.0,0.77613297
Armando Bo,2,26500000.0,63951309.0,127902618.0,2.2197648587301586
Nicolás Giacobone,2,26500000.0,63951309.0,127902618.0,2.2197648587301586
Parveez Sheikh,2,17000000.0,25315277.4,126576387.0,0.9268245863247863
Kabir Khan,2,17000000.0,25315277.4,126576387.0,0.9268245863247863
Kausar Munir,2,17000000.0,25315277.4,126576387.0,0.9268245863247863
Mike Flanagan,4,2267500.0,15745559.0,125964472.0,1.269994665873016
Jeff Howard,2,7000000.0,62973681.0,125947362.0,7.957764377777778
Corey Harrell,2,3966969.285714286,17578414.57142857,123048902.0,3.4121322173370956
Randy Brown,2,36500000.0,60808824.5,121617649.0,2.23690386474359
David Wain,2,27583333.333333332,20147075.0,120882450.0,-0.375915623931624
Éric Toledano,2,13166666.666666666,39683509.333333336,119050528.0,0.06665987555555548
Olivier Nakache,2,13166666.666666666,39683509.333333336,119050528.0,0.06665987555555548
Andrew Bovell,2,37500000.0,59440673.0,118881346.0,0.8924001333333333
Oliver Stone,2,47500000.0,58947204.0,117894408.0,0.2706257355555556
John le Carré,2,18000000.0,58760850.5,117521701.0,2.141648976190476
Philip Shelby,2,24000000.0,23310392.8,116551964.0,-0.38317455999999994
S.P. Krause,2,27250000.0,14328550.0,114628400.0,0.012685505357142884
Shayne Armstrong,2,27250000.0,14328550.0,114628400.0,0.012685505357142884
Jeff Nichols,4,9964285.714285715,16351482.285714285,114460376.0,0.7263096046783627
Marcia Romano,3,16000000.0,18939688.166666668,113638129.0,0.3064381824929973
Xavier Giannoli,2,15200000.0,22632301.0,113161505.0,0.5629595789915968
Dean Craig,2,18666666.666666668,37664066.666666664,112992200.0,0.9400243968253967
Justin Zackham,2,24100000.0,55857412.5,111714825.0,1.7605835371876533
Andrew Deutschman,2,11000000.0,55434405.5,110868811.0,4.269195241666667
Jason Pagan,2,11000000.0,55434405.5,110868811.0,4.269195241666667
David I. Stern,2,30000000.0,55193536.0,110387072.0,0.0035188363636363684
Brian Pittman,2,21750000.0,54869420.0,109738840.0,0.3717355
Rachel Long,2,21750000.0,54869420.0,109738840.0,0.3717355
Alex Kendrick,2,2500000.0,54580561.5,109161123.0,20.125677500000002
Stephen Kendrick,2,2500000.0,54580561.5,109161123.0,20.125677500000002
Edward E. Romero,2,2593750.0,13593750.0,108750000.0,2.3984375
Raymond Carver,2,11500000.0,53018052.0,106036104.0,2.1491869444444442
David Birke,2,8000000.0,34498280.0,103494840.0,2.4522056
Marlon Wayans,3,3833333.3333333335,34414164.666666664,103242494.0,10.231117816666666
Rick Alvarez,3,3833333.3333333335,34414164.666666664,103242494.0,10.231117816666666
Richard Linklater,3,4750000.0,25184732.25,100738929.0,5.3594743125
Kyle Ward,2,27500000.0,49741115.5,99482231.0,0.6169569678571428
Andrew Gurland,3,2450000.0,24222004.75,96888019.0,10.494984576388891
Huck Botko,3,2450000.0,24222004.75,96888019.0,10.494984576388891
Steven Rogers,2,14500000.0,48012449.5,96024899.0,2.618322606060606
Scott Stewart,2,14750000.0,47675842.5,95351685.0,4.258645027472527
Rob Greenberg,2,13333333.333333334,31316605.333333332,93949816.0,1.5756695476190477
Spike Lee,2,8125000.0,46508667.5,93017335.0,2.1005778333333334
Mark Jenkin,2,26267500.0,11611554.75,92892438.0,-0.5602006642857142
Craig Borten,2,15000000.0,44506280.0,89012560.0,5.6291988
Rowan Joffe,3,17666666.666666668,29247985.0,87743955.0,0.43588909545454557
Derek Cianfrance,3,12000000.0,28619807.0,85859421.0,5.938141066666667
Mike Leigh,2,9500000.0,21300966.25,85203865.0,1.3252945401785714
Jackie Filgo,2,17000000.0,42265457.5,84530915.0,1.7645280157894738
Jeff Filgo,2,17000000.0,42265457.5,84530915.0,1.7645280157894738
Stephen Susco,4,9125000.0,20616991.25,82467965.0,4.534276896590909
Brad Ingelsby,2,36000000.0,41198009.5,82396019.0,0.020397689999999996
Tina Gordon,2,15500000.0,39609534.5,79219069.0,1.170850575
Josh Heald,2,25000000.0,39397197.0,78794394.0,0.3743131785714286
Matt Cook,2,30000000.0,39390890.5,78781781.0,0.3090696625
Kenneth Lonergan,2,11250000.0,39178579.5,78357159.0,3.594840840336135
Eli Roth,4,4300000.0,15591820.8,77959104.0,7.19246224
John Hodge,2,7907142.857142857,10826074.57142857,75782522.0,-0.14082230555555555
Aj Cross,2,9000000.0,14453205.6,72266028.0,-0.19704413333333334
David Loughery,2,8666666.666666666,24003914.0,72011742.0,2.0004892499999998
Muyiwa Aluko,2,19218750.0,17880817.75,71523271.0,-0.7615890966666666
Marco Berger,2,6150000.0,13824888.8,69124444.0,-0.07834074666666666
Guillaume Lemans,2,9750000.0,16813979.0,67255916.0,-0.43953403333333335
Fred Cavayé,2,9750000.0,16813979.0,67255916.0,-0.43953403333333335
Simon Barrett,2,5500000.0,32936377.0,65872754.0,14.392867350000001
David E. Talbert,2,12750000.0,32689671.0,65379342.0,1.5960346470588234
Chuck Konzelman,2,4150000.0,16206276.0,64825104.0,3.618736025362319
Cary Solomon,2,4150000.0,16206276.0,64825104.0,3.618736025362319
Diablo Cody,2,15000000.0,31958194.5,63916389.0,1.0914324166666667
Leslye Headland,2,8000000.0,31511630.5,63023261.0,3.0364588846153846
Chris D'Arienzo,2,36500000.0,30515966.0,61031932.0,-0.5640576285714286
Jonathan Bernstein,2,14750000.0,30498894.5,60997789.0,4.583182797619048
James Greer,2,14750000.0,30498894.5,60997789.0,4.583182797619048
James Patterson,2,21750000.0,29369026.0,58738052.0,0.8773490865546218
Maria Maggenti,2,12500000.0,29316225.5,58632451.0,1.886737425
Tracy Letts,2,17500000.0,27698960.0,55397920.0,0.2477317
Raffaella Delle Donne,2,17500000.0,27676278.5,55352557.0,0.5579657666666666
Anthony Silverston,2,17500000.0,27676278.5,55352557.0,0.5579657666666666
Shana Feste,2,17500000.0,27660080.0,55320160.0,0.554687225
James Gray,4,25780000.0,5449665.1,54496651.0,-0.744478319647436
Jay Duplass,3,7571428.571428572,7755462.428571428,54288237.0,0.08799021224489793
Mark Duplass,4,6750000.0,6786029.625,54288237.0,-0.0480085642857143
Daniel Barnz,2,18333333.333333332,16506412.0,49519236.0,-0.05275183488132096
Kirsten Elms,2,5018750.0,12283847.25,49135389.0,14.289585162500002
Ken Del Vecchio,2,27066666.666666668,16115266.0,48345798.0,-0.59711835
Patrick Wehe Mahoney,2,38000000.0,11629441.5,46517766.0,-0.76741117
Harold Manning,2,4666666.666666667,14716584.0,44149752.0,2.201648051282051
Kieran Fitzgerald,2,33000000.0,21799244.5,43598489.0,-0.38939172624999996
Jo Nesbø,2,4725000.0,5442163.75,43537310.0,-0.748382157142857
Denis Villeneuve,2,25900000.0,21742907.0,43485814.0,0.48426182647058824
Lem Dobbs,2,16500000.0,21231900.0,42463800.0,0.09520934782608695
Nicole Holofcener,3,7000000.0,13981338.0,41944014.0,0.9671041638888888
Marcelo Saback,2,13000000.0,10440875.75,41763503.0,-0.17871310357142856
Luke Harding,2,38000000.0,20767545.0,41535090.0,-0.5278413584615385
Rick Famuyiwa,2,10500000.0,19800688.5,39601377.0,1.0640074285714287
Eduardo Sacheri,2,6000000.0,7635723.0,38178615.0,-0.22827213000000005
Juan José Campanella,2,6000000.0,7635723.0,38178615.0,-0.22827213000000005
Jack London,2,48000000.0,17364545.5,34729091.0,0.24032467857142858
Michael Thomas,2,22050000.0,17183180.5,34366361.0,-0.27581695654450267
Christopher Wilkinson,2,30500000.0,15609358.0,31218716.0,-0.4835700505376344
Scott Windhauser,2,20175000.0,15481842.0,30963684.0,-0.61295395
James Baldwin,2,6500000.0,14738284.5,29476569.0,4.636166291666667
J.C. Chandor,2,11700000.0,14640051.0,29280102.0,2.2260581985294117
Mikko Alanne,2,18500000.0,14244254.0,28488508.0,-0.4283276583333333
Brin Hill,2,19333333.333333332,9404794.333333334,28214383.0,-0.5196804535087719
Nate Parker,2,2800909.090909091,2535546.4545454546,27891011.0,8.244463736363636
Jorma Taccone,2,16666666.666666666,9234711.666666666,27704135.0,-0.3944328333333334
Guillermo Amoedo,2,1666666.6666666667,8529484.0,25588452.0,5.419978666666666
Andrew Hyatt,2,2625000.0,12764749.0,25529498.0,1.5529498
Johnny O'Hara,2,13666666.666666666,819391.6666666666,24581750.0,-0.9414133045977013
Taika Waititi,2,6166666.666666667,7961567.666666667,23884703.0,2.181036483333333
Thomas Bidegain,2,23500000.0,10423706.5,20847413.0,-0.3990452192982456
Jacques Audiard,2,23500000.0,10423706.5,20847413.0,-0.3990452192982456
Trey Edward Shults,2,2515000.0,9932512.5,19865025.0,3.3857203
David Michôd,3,5975000.0,4930141.0,19720564.0,0.06896144257703082
Jake Allyn,2,9500000.0,1342103.5,18789449.0,0.34210349999999995
Aditya Chopra,2,16600000.0,8765143.0,17530286.0,-0.44017824275362316
Lorene Scafaria,2,6600000.0,8646950.5,17293901.0,0.4519326375
Wentworth Miller,2,13500000.0,7769337.0,15538674.0,-0.38175325833333335
Ronald Bass,2,4000000.0,4105360.3333333335,12316081.0,-0.2620023888888889
Timothy A. Chey,2,13613333.333333334,814573.2,12218598.0,-0.9438225379310347
Jehan Semper,2,6080000.0,2145193.8,10725969.0,-0.6354513215686274
Angelo Pizzo,2,18000000.0,4424963.0,8849926.0,-0.7374773125
Andrew Haigh,2,1752000.0,1753073.4,8765367.0,5.703838832894737
Andrea Arnold,2,6500000.0,2684939.3333333335,8054818.0,-0.5244674047619048
Nicolas Winding Refn,2,6150000.0,4027181.5,8054363.0,-0.2944964666666667
Nick Love,2,2166666.6666666665,2666806.0,8000418.0,-0.407362962962963
Charles Ferguson,2,2750000.0,3914245.0,7828490.0,0.9539903928571428
Chad Beck,2,2750000.0,3914245.0,7828490.0,0.9539903928571428
Eric Newman,2,3133333.3333333335,2551246.3333333335,7653739.0,0.6809509841269842
Candace Lee,2,3133333.3333333335,2551246.3333333335,7653739.0,0.6809509841269842
Youssef Delara,2,1833333.3333333333,2100742.0,6302226.0,0.6150418666666667
Brit Marling,3,2270000.0,1853394.3333333333,5560183.0,4.220938560303893
Matthew Campagna,2,12500000.0,1600942.0,4802826.0,-0.9110587777777779
Ben Wheatley,2,5400000.0,2127972.5,4255945.0,-0.5214343
Amy Jump,2,5400000.0,2127972.5,4255945.0,-0.5214343
Jeremy Saulnier,2,2710000.0,2122252.5,4244505.0,-0.09900922380952382
Roland Joffé,2,35333333.333333336,1376262.6666666667,4128788.0,-0.9617419634920634
Paul Schrader,2,4250000.0,1974705.5,3949411.0,-0.4389972428571428
Kevin Smith,3,4000000.0,1298036.0,3894108.0,-0.6234415777777778
David Lowery,2,2550000.0,1922395.5,3844791.0,12.9564109
Zal Batmanglij,2,3317500.0,1728702.0,3457404.0,0.8234678404558404
Mike Cahill,2,587500.0,1477589.0,2955178.0,5.4341395
Panos Cosmatos,2,4366666.666666667,970601.0,2911803.0,-0.8242530707070707
Rob Zombie,2,1500000.0,1231929.0,2463858.0,-0.178714
Will Gilbey,2,8500000.0,542165.75,2168663.0,-0.9291878
Julian Gilbey,2,8500000.0,542165.75,2168663.0,-0.9291878
David L. Hunt,2,5375000.0,1000046.5,2000093.0,-0.8888837222222222
Sacha Bennett,2,9375000.0,434909.25,1739637.0,-0.956396375
Marcel Walz,2,7800000.0,433705.25,1734821.0,-0.9550330083333334
Gurinder Chadha,2,12500000.0,821469.5,1642939.0,-0.91785305
Paul Mayeda Berges,2,12500000.0,821469.5,1642939.0,-0.91785305
Eugene Jarecki,2,6057142.857142857,148171.7142857143,1037202.0,-0.9489063054187193
Michael Berry,2,4100000.0,64902.0,778824.0,-0.9823477391304346
Joe Swanberg,2,213333.33333333334,155908.0,467724.0,-0.4399142857142857
Victor Teran,2,3000000.0,140468.0,421404.0,-0.9531773333333332
Javier Gullón,2,3925000.0,104857.0,419428.0,-0.934464375
William Winckler,2,3048648.6486486485,8405.0,310985.0,-0.9997198333333334
Bret Easton Ellis,2,1125000.0,31187.5,62375.0,-0.87525
David Chirchirillo,2,7366666.666666667,19808.0,59424.0,-0.80192
Travis Legge,2,31000.0,1816.0,3632.0,-0.9546
Chad Law,3,7000000.0,0.0,0.0,-1.0
Evan Law,2,9000000.0,0.0,0.0,-1.0
Jason Trost,2,46666.666666666664,0.0,0.0,-1.0
